"","origin","dest","dep_delay","arr_delay","visib","carrier"
"3173","LGA","DEN",">60",">60",0.24,"UA"
"3174","MIA","LGA",">60",">60",10,"AA"
"3175","LGA","ORD","<=15","<=15",7,"AA"
"3176","EWR","MIA","45-60","15-30",10,"AA"
"3177","JFK","DFW",">60",">60",10,"AA"
"3178","LGA","BNA","<=15","<=15",10,"WN"
"3179","EWR","MDT","<=15","<=15",5,"YX"
"3180","EWR","CMH","<=15","<=15",10,"YX"
"3181","PBI","EWR",">60",">60",10,"B6"
"3182","EWR","PIT","<=15","<=15",2.5,"YX"
"3183","EWR","MSP","<=15","15-30",5,"OO"
"3184","LGA","FLL",">60",">60",10,"NK"
"3185","ATL","JFK","<=15","<=15",10,"B6"
"3186","LGA","TUL","<=15","<=15",8,"YX"
"3187","LGA","LIT","<=15","<=15",5,"YX"
"3188","LGA","IND","<=15","<=15",9,"YX"
"3189","LGA","OMA","15-30","<=15",10,"YX"
"3190","JFK","MSP","15-30","30-45",5,"9E"
"3191","IAH","LGA",">60",">60",10,"UA"
"3192","JFK","CHS","<=15","<=15",10,"9E"
"3193","LGA","CLE","<=15","<=15",4,"9E"
"3194","FLL","EWR",">60",">60",10,"UA"
"3195","JFK","IND","<=15","<=15",9,"9E"
"3196","MCO","EWR",">60",">60",10,"UA"
"3197","ORD","LGA","15-30","<=15",10,"AA"
"3198","JFK","CVG","<=15","<=15",8,"9E"
"3199","JAX","JFK",">60",">60",10,"B6"
"3200","LGA","BOS","<=15","<=15",10,"YX"
"3201","JFK","JAX","<=15","<=15",10,"YX"
"3202","DEN","EWR",">60",">60",10,"UA"
"3203","SAT","JFK","<=15","<=15",10,"B6"
"3204","ORD","LGA","<=15","<=15",10,"UA"
"3205","CLT","LGA","<=15","<=15",10,"AA"
"3206","MCO","EWR",">60",">60",10,"NK"
"3207","BOS","JFK",">60",">60",10,"B6"
"3208","RSW","LGA",">60",">60",10,"B6"
"3209","MIA","EWR",">60",">60",10,"B6"
"3210","FLL","JFK",">60",">60",10,"B6"
"3211","PBI","EWR",">60","45-60",10,"UA"
"3212","BOS","EWR","<=15","30-45",10,"B6"
"3213","DFW","LGA","<=15","<=15",10,"AA"
"3214","TPA","LGA",">60",">60",10,"B6"
"3215","DCA","LGA","<=15","<=15",10,"AA"
"3216","MSY","JFK",">60",">60",10,"B6"
"3217","IND","EWR","<=15","<=15",10,"YX"
"3218","RIC","EWR","15-30","<=15",10,"YX"
"3219","PIT","EWR","<=15","<=15",10,"YX"
"3220","IND","LGA","<=15","<=15",10,"YX"
"3221","DTW","LGA","<=15","<=15",10,"YX"
"3222","CLE","LGA","<=15","<=15",10,"YX"
"3223","RIC","LGA","<=15","<=15",10,"YX"
"3224","PIT","LGA","<=15","<=15",10,"YX"
"3225","CLT","LGA","<=15","<=15",10,"YX"
"3226","BOS","LGA","<=15","<=15",10,"YX"
"3227","EWR","PDX","15-30","<=15",10,"AS"
"3228","JFK","SLC",">60",">60",9,"B6"
"3229","JFK","LAX","<=15","<=15",10,"AA"
"3230","JFK","SFO","<=15","<=15",7,"DL"
"3231","LGA","MIA",">60",">60",10,"DL"
"3232","RSW","JFK",">60",">60",10,"B6"
"3233","LGA","ORD","<=15","<=15",8,"AA"
"3234","EWR","SFO","15-30","<=15",7,"AS"
"3235","LGA","MCO","45-60",">60",10,"NK"
"3236","EWR","SAN","<=15","<=15",10,"UA"
"3237","JFK","ATL","<=15","15-30",10,"DL"
"3238","FLL","EWR",">60",">60",10,"UA"
"3239","SRQ","EWR",">60",">60",10,"UA"
"3240","EWR","SEA","15-30","<=15",10,"UA"
"3241","SAV","JFK",">60",">60",10,"B6"
"3242","EWR","CLT","<=15","<=15",10,"AA"
"3243","ORD","LGA","15-30","<=15",10,"AA"
"3244","RDU","JFK",">60",">60",10,"B6"
"3245","LGA","PBI",">60","45-60",10,"DL"
"3246","JFK","LAX","45-60",">60",10,"DL"
"3247","LGA","RDU","<=15","<=15",7,"AA"
"3248","EWR","DFW","30-45","30-45",10,"UA"
"3249","RDU","EWR",">60",">60",10,"UA"
"3250","EWR","LAS","15-30","<=15",10,"UA"
"3251","FLL","EWR","15-30","15-30",10,"B6"
"3252","JFK","LAS",">60","45-60",10,"B6"
"3253","EWR","BOS",">60",">60",10,"UA"
"3254","EWR","CLT",">60",">60",10,"UA"
"3255","JFK","MIA","15-30","15-30",10,"DL"
"3256","EWR","ATL","<=15","<=15",10,"DL"
"3257","JFK","DEN","45-60","30-45",1,"DL"
"3258","JFK","MCO",">60",">60",10,"DL"
"3259","LGA","MCO","15-30","15-30",10,"DL"
"3260","EWR","LAX","30-45","15-30",10,"B6"
"3261","JFK","BOS","<=15","<=15",10,"DL"
"3262","SAV","EWR",">60",">60",10,"UA"
"3263","AUS","JFK",">60",">60",10,"B6"
"3264","JFK","FLL","45-60","<=15",10,"DL"
"3265","LGA","SAV","<=15","<=15",10,"B6"
"3266","LGA","PBI",">60",">60",10,"B6"
"3267","JFK","CLT","15-30","15-30",10,"AA"
"3268","MCO","EWR",">60",">60",10,"B6"
"3269","JFK","TPA","<=15","15-30",10,"DL"
"3270","LGA","BNA","<=15","<=15",10,"AA"
"3271","ATL","JFK","<=15","<=15",10,"DL"
"3272","EWR","MCO",">60",">60",10,"UA"
"3273","LGA","ATL","15-30","15-30",10,"DL"
"3274","MCO","JFK",">60",">60",10,"B6"
"3275","FLL","JFK",">60",">60",10,"B6"
"3276","EWR","MCO",">60",">60",10,"B6"
"3277","PBI","LGA",">60",">60",10,"DL"
"3278","JFK","PHX",">60",">60",10,"DL"
"3279","EWR","IAD","45-60","30-45",10,"UA"
"3280","LGA","FLL",">60",">60",10,"DL"
"3281","LGA","RSW","30-45","15-30",10,"DL"
"3282","MSP","LGA","45-60","15-30",10,"DL"
"3283","JFK","PDX","45-60","<=15",10,"DL"
"3284","LGA","TPA","15-30","<=15",10,"DL"
"3285","JFK","PBI",">60",">60",10,"DL"
"3286","LGA","MDW","<=15","<=15",10,"WN"
"3287","RSW","JFK","30-45","30-45",10,"DL"
"3288","EWR","IND","<=15","<=15",9,"YX"
"3289","EWR","ALB","<=15","<=15",10,"YX"
"3290","MIA","LGA","45-60",">60",10,"AA"
"3291","ATL","EWR",">60",">60",10,"NK"
"3292","MSY","JFK","<=15","15-30",10,"DL"
"3293","EWR","CMH","<=15","<=15",7,"YX"
"3294","PBI","LGA",">60",">60",10,"B6"
"3295","CHS","JFK","30-45","30-45",10,"B6"
"3296","ROC","JFK",">60",">60",10,"B6"
"3297","LGA","CMH","<=15","<=15",8,"YX"
"3298","MCO","LGA","30-45","15-30",10,"F9"
"3299","TPA","LGA",">60",">60",10,"DL"
"3300","MIA","JFK","15-30","15-30",10,"DL"
"3301","LGA","XNA","15-30","<=15",10,"YX"
"3302","LGA","PIT","<=15","<=15",2,"YX"
"3303","ATL","EWR",">60",">60",10,"DL"
"3304","JFK","CLT","<=15","<=15",10,"9E"
"3305","JFK","BNA","<=15","<=15",10,"9E"
"3306","LGA","ORF","<=15","<=15",10,"YX"
"3307","FLL","LGA",">60",">60",10,"DL"
"3308","JFK","DCA","<=15","<=15",10,"YX"
"3309","JFK","RDU","30-45","<=15",7,"9E"
"3310","TPA","JFK",">60",">60",10,"DL"
"3311","MSP","JFK","<=15","<=15",10,"DL"
"3312","ATL","EWR","30-45","30-45",10,"UA"
"3313","DFW","LGA","30-45","30-45",10,"AA"
"3314","RDU","LGA","45-60","30-45",10,"AA"
"3315","JFK","ORD","<=15","<=15",8,"YX"
"3316","MSY","EWR","<=15","<=15",10,"UA"
"3317","MIA","JFK",">60",">60",10,"AA"
"3318","STL","LGA",">60",">60",10,"WN"
"3319","IAH","EWR","15-30","45-60",10,"UA"
"3320","PBI","EWR","45-60","45-60",10,"UA"
"3321","SRQ","LGA",">60",">60",10,"B6"
"3322","MIA","LGA","<=15","<=15",10,"DL"
"3323","ORD","JFK","<=15","<=15",10,"AA"
"3324","FLL","JFK",">60",">60",10,"DL"
"3325","MSP","EWR","15-30","<=15",10,"DL"
"3326","HOU","LGA","45-60",">60",10,"WN"
"3327","CVG","EWR","<=15","<=15",10,"YX"
"3328","BTV","EWR","<=15","<=15",10,"YX"
"3329","SDF","EWR","<=15","<=15",10,"YX"
"3330","PWM","EWR","<=15","<=15",10,"YX"
"3331","DCA","JFK","<=15","<=15",10,"YX"
"3332","GSO","LGA","<=15","<=15",10,"YX"
"3333","ILM","LGA","<=15","<=15",10,"YX"
"3334","JFK","DEN","45-60","30-45",1,"B6"
"3335","EWR","LAX","<=15","<=15",10,"AS"
"3336","JFK","LAX","15-30","<=15",10,"AA"
"3337","EWR","BOS",">60",">60",10,"UA"
"3338","JFK","SFO","30-45","15-30",7,"AS"
"3339","EWR","DTW",">60",">60",4,"UA"
"3340","EWR","LAS","30-45","15-30",10,"NK"
"3341","EWR","FLL",">60","45-60",10,"UA"
"3342","JFK","LAS","15-30","<=15",10,"DL"
"3343","MIA","EWR",">60",">60",10,"AA"
"3344","EWR","PHX",">60","45-60",6,"UA"
"3345","EWR","SFO",">60",">60",10,"UA"
"3346","ORD","LGA","30-45","15-30",10,"AA"
"3347","JFK","SFO",">60",">60",10,"B6"
"3348","JFK","BOS",">60",">60",10,"B6"
"3349","LGA","DEN",">60",">60",2,"B6"
"3350","MDW","LGA","<=15","<=15",10,"WN"
"3351","EWR","SRQ",">60",">60",10,"UA"
"3352","LGA","DEN",">60","45-60",2,"WN"
"3353","EWR","MCO",">60","30-45",10,"UA"
"3354","EWR","IAH",">60","45-60",9,"UA"
"3355","EWR","PBI",">60","45-60",10,"UA"
"3356","MCO","LGA",">60",">60",10,"NK"
"3357","JFK","LAX",">60",">60",10,"B6"
"3358","EWR","MIA","45-60","15-30",10,"UA"
"3359","EWR","RSW","15-30","<=15",10,"UA"
"3360","EWR","SLC","15-30",">60",9,"UA"
"3361","LGA","DCA","<=15","<=15",10,"AA"
"3362","EWR","LAX","30-45","15-30",10,"UA"
"3363","EWR","TPA",">60",">60",10,"B6"
"3364","EWR","TPA",">60",">60",10,"UA"
"3365","EWR","ORD","15-30","15-30",7,"UA"
"3366","EWR","SMF","<=15","<=15",3,"UA"
"3367","JFK","MCO",">60",">60",10,"B6"
"3368","LGA","DAL",">60",">60",10,"WN"
"3369","EWR","FLL","15-30","<=15",10,"B6"
"3370","LGA","MIA","<=15","<=15",10,"AA"
"3371","EWR","GRR","<=15","45-60",4,"YX"
"3372","EWR","SDF","<=15","<=15",10,"YX"
"3373","EWR","PVD","<=15","<=15",10,"YX"
"3374","TPA","EWR",">60",">60",10,"UA"
"3375","EWR","CVG","<=15","<=15",7,"YX"
"3376","EWR","ILM","<=15","<=15",10,"YX"
"3377","LGA","ATL","<=15","<=15",10,"YX"
"3378","MIA","EWR",">60",">60",10,"UA"
"3379","MIA","JFK","30-45","15-30",10,"AA"
"3380","LGA","DTW","<=15","<=15",5,"YX"
"3381","LGA","CVG","<=15","<=15",7,"YX"
"3382","MIA","LGA","45-60","45-60",10,"AA"
"3383","LGA","CLE","<=15","<=15",7,"YX"
"3384","LGA","ILM","<=15","<=15",10,"YX"
"3385","SNA","EWR","<=15","<=15",10,"UA"
"3386","PBI","JFK","30-45","45-60",10,"B6"
"3387","CLT","JFK",">60",">60",10,"AA"
"3388","FLL","EWR","<=15","<=15",10,"NK"
"3389","JFK","DCA","<=15","<=15",10,"YX"
"3390","BUF","JFK","<=15","<=15",10,"B6"
"3391","CLT","LGA","<=15","<=15",10,"AA"
"3392","FLL","LGA","15-30","<=15",10,"NK"
"3393","MCO","JFK","45-60",">60",10,"DL"
"3394","MCO","EWR",">60",">60",10,"UA"
"3395","ATL","LGA",">60",">60",10,"WN"
"3396","ATL","LGA","45-60","30-45",10,"DL"
"3397","FLL","JFK",">60",">60",10,"B6"
"3398","CLT","EWR",">60",">60",10,"AA"
"3399","BNA","LGA","<=15","<=15",10,"WN"
"3400","ORD","EWR","15-30","15-30",10,"AA"
"3401","TPA","JFK",">60",">60",10,"B6"
"3402","LAX","EWR","30-45","15-30",10,"B6"
"3403","ATL","LGA","<=15","<=15",10,"YX"
"3404","CVG","LGA","<=15","<=15",10,"YX"
"3405","JFK","BUF",">60",">60",10,"B6"
"3406","MCO","JFK",">60",">60",10,"B6"
"3407","LGA","FLL",">60",">60",10,"B6"
"3408","JFK","MSP",">60",">60",10,"B6"
"3409","EWR","IAH",">60","45-60",10,"NK"
"3410","EWR","ORF",">60",">60",10,"UA"
"3411","JFK","SAN","15-30","15-30",10,"B6"
"3412","ATL","LGA","<=15","<=15",10,"DL"
"3413","ATL","JFK",">60",">60",10,"DL"
"3414","JFK","JAX","30-45","<=15",10,"B6"
"3415","EWR","PHL",">60",">60",10,"UA"
"3416","EWR","MSP",">60",">60",5,"UA"
"3417","JFK","AUS","<=15","<=15",10,"B6"
"3418","EWR","BUF",">60",">60",10,"UA"
"3419","EWR","ATL","30-45","15-30",10,"UA"
"3420","EWR","JAX",">60",">60",10,"UA"
"3421","EWR","MCI",">60",">60",0.5,"UA"
"3422","LGA","MDW","<=15","<=15",9,"WN"
"3423","EWR","ROC",">60","45-60",10,"UA"
"3424","EWR","BOS",">60","45-60",10,"UA"
"3425","LAX","EWR","<=15","<=15",10,"UA"
"3426","FLL","EWR","<=15","<=15",10,"B6"
"3427","JFK","FLL",">60",">60",10,"B6"
"3428","EWR","PWM",">60",">60",10,"UA"
"3429","EWR","BNA",">60",">60",10,"UA"
"3430","SEA","EWR","30-45","30-45",10,"AS"
"3431","EWR","MEM","<=15","<=15",8,"UA"
"3432","JFK","RSW",">60",">60",10,"B6"
"3433","DTW","LGA",">60","45-60",10,"DL"
"3434","JFK","MCI",">60",">60",0.5,"B6"
"3435","EWR","RDU","<=15","<=15",7,"UA"
"3436","EWR","CLT",">60",">60",10,"UA"
"3437","EWR","BTV","15-30","15-30",10,"UA"
"3438","JFK","CHS",">60",">60",10,"B6"
"3439","EWR","MCO",">60",">60",10,"B6"
"3440","BOS","JFK","<=15","<=15",10,"B6"
"3441","EWR","GSO","<=15","<=15",10,"YX"
"3442","EWR","GSP","<=15","<=15",7,"YX"
"3443","DTW","EWR","<=15","<=15",10,"DL"
"3444","EWR","MHT","<=15","<=15",10,"YX"
"3445","LGA","MEM","<=15","<=15",8,"YX"
"3446","LGA","RIC","<=15","<=15",10,"YX"
"3447","LGA","GSO","15-30","<=15",10,"YX"
"3448","LGA","RDU","<=15","<=15",7,"YX"
"3449","JFK","PWM",">60",">60",10,"9E"
"3450","JFK","BUF","<=15","<=15",7,"9E"
"3451","JFK","ROC","<=15","<=15",10,"9E"
"3452","JFK","SYR","15-30","<=15",10,"9E"
"3453","JFK","BGR","<=15","<=15",10,"9E"
"3454","ORD","EWR","45-60","30-45",10,"UA"
"3455","PSP","JFK","30-45","30-45",10,"B6"
"3456","SFO","EWR","<=15","<=15",10,"UA"
"3457","TPA","EWR",">60",">60",10,"B6"
"3458","MCO","EWR",">60",">60",10,"UA"
"3459","FLL","JFK",">60","45-60",10,"B6"
"3460","LAX","JFK","<=15","<=15",10,"AA"
"3461","JFK","BTV","15-30","15-30",10,"B6"
"3462","SEA","JFK","<=15","15-30",10,"AS"
"3463","PHX","JFK","<=15","15-30",10,"B6"
"3464","SFO","JFK",">60",">60",10,"AS"
"3465","JFK","ROC",">60",">60",10,"B6"
"3466","LAS","EWR","30-45","15-30",10,"UA"
"3467","SEA","JFK",">60",">60",10,"B6"
"3468","MCO","JFK",">60",">60",10,"B6"
"3469","JFK","ORH","15-30","15-30",10,"B6"
"3470","LAS","JFK","<=15","<=15",10,"DL"
"3471","SAN","JFK","30-45",">60",10,"AS"
"3472","SFO","JFK","<=15","<=15",10,"DL"
"3473","SFO","EWR","30-45","30-45",10,"AS"
"3474","LGA","MCO",">60",">60",10,"F9"
"3475","IAD","EWR","15-30","<=15",10,"UA"
"3476","LGA","DCA","45-60","30-45",10,"AA"
"3477","JFK","BOS","45-60","45-60",10,"B6"
"3478","BZN","JFK","<=15","15-30",10,"B6"
"3479","JFK","SYR",">60",">60",10,"B6"
"3480","LAX","JFK","<=15","<=15",10,"DL"
"3481","SEA","JFK","<=15","15-30",10,"DL"
"3482","CLT","LGA","<=15","<=15",10,"AA"
"3483","SFO","EWR",">60",">60",10,"UA"
"3484","DCA","LGA","<=15","<=15",10,"AA"
"3485","SMF","EWR",">60",">60",10,"UA"
"3486","CLT","EWR","<=15","<=15",10,"AA"
"3487","ATL","EWR","<=15","<=15",10,"DL"
"3488","SLC","JFK",">60",">60",10,"B6"
"3489","SEA","JFK","<=15","15-30",10,"AS"
"3490","RNO","JFK",">60",">60",10,"B6"
"3491","DEN","JFK","15-30",">60",10,"B6"
"3492","LAX","JFK","15-30","15-30",10,"B6"
"3493","SMF","JFK","45-60",">60",10,"B6"
"3494","LAX","EWR",">60","45-60",10,"AS"
"3495","ONT","JFK","30-45","30-45",10,"B6"
"3496","SLC","JFK",">60",">60",10,"DL"
"3497","LAX","EWR",">60","45-60",10,"UA"
"3498","PHX","JFK","<=15","<=15",10,"DL"
"3499","DEN","EWR",">60",">60",10,"UA"
"3500","PHX","JFK","<=15","<=15",10,"AA"
"3501","SFO","JFK",">60",">60",10,"B6"
"3502","LAS","EWR","<=15","<=15",10,"UA"
"3503","SEA","EWR","<=15","15-30",10,"UA"
"3504","PDX","EWR","<=15","15-30",10,"UA"
"3505","PHX","EWR","<=15","<=15",10,"UA"
"3506","LAS","JFK",">60",">60",10,"B6"
"3507","SFO","EWR",">60",">60",10,"UA"
"3508","DEN","LGA",">60",">60",10,"B6"
"3509","SLC","EWR",">60",">60",10,"UA"
"3510","PHX","EWR","<=15","15-30",10,"UA"
"3511","LAS","EWR",">60",">60",10,"UA"
"3512","MCO","EWR","<=15","<=15",10,"NK"
"3513","EWR","IAH","<=15","<=15",9,"UA"
"3514","JFK","BOS","<=15","<=15",10,"B6"
"3515","EWR","FLL","<=15","<=15",10,"NK"
"3516","EWR","DFW","15-30","15-30",10,"AA"
"3517","EWR","TPA","<=15","<=15",10,"B6"
"3518","MCO","LGA","<=15","<=15",10,"NK"
"3519","EWR","MIA","15-30","<=15",10,"AA"
"3520","LGA","MIA","<=15","<=15",10,"AA"
"3521","LGA","DFW","<=15","<=15",10,"AA"
"3522","BOS","JFK","<=15","<=15",6,"B6"
"3523","EWR","ORD","15-30","45-60",0.25,"AA"
"3524","FLL","JFK","<=15","<=15",6,"B6"
"3525","RDU","EWR","<=15","<=15",10,"UA"
"3526","LAX","JFK","<=15","<=15",5,"B6"
"3527","ROC","JFK","<=15","<=15",6,"9E"
"3528","BUF","JFK","<=15","<=15",6,"9E"
"3529","PWM","JFK","<=15","<=15",6,"9E"
"3530","SYR","JFK","<=15","<=15",6,"9E"
"3531","BGR","JFK","<=15","<=15",6,"9E"
"3532","LGA","MDW","<=15","<=15",0.25,"WN"
"3533","PBI","LGA","<=15","<=15",10,"B6"
"3534","EWR","PBI","15-30","<=15",10,"B6"
"3535","LGA","FLL","<=15","<=15",10,"NK"
"3536","LGA","BOS","<=15","<=15",10,"B6"
"3537","EWR","MCO",">60",">60",7,"B6"
"3538","LAX","JFK","15-30","<=15",7,"AA"
"3539","JFK","SLC","<=15","<=15",5,"DL"
"3540","LGA","ATL","<=15","<=15",7,"WN"
"3541","JFK","MIA","<=15","<=15",10,"AA"
"3542","JFK","ATL","<=15","<=15",7,"DL"
"3543","FLL","LGA","<=15","<=15",10,"B6"
"3544","LGA","ATL","<=15","<=15",7,"DL"
"3545","SFO","EWR","<=15","<=15",5,"AS"
"3546","ROC","JFK","45-60","30-45",6,"B6"
"3547","SEA","EWR","<=15","<=15",5,"UA"
"3548","LAX","JFK","<=15","<=15",7,"B6"
"3549","BOS","LGA","<=15","<=15",10,"B6"
"3550","BTV","JFK","<=15","<=15",6,"B6"
"3551","EWR","DTW","<=15","<=15",1.25,"DL"
"3552","JFK","MCO",">60",">60",5,"B6"
"3553","LGA","CLT",">60",">60",8,"AA"
"3554","EWR","SNA","<=15","<=15",10,"UA"
"3555","BUF","EWR","<=15","<=15",10,"UA"
"3556","EWR","FLL","<=15","<=15",10,"UA"
"3557","EWR","CLE","<=15","<=15",7,"UA"
"3558","ROC","EWR","<=15","<=15",10,"UA"
"3559","EWR","SFO","<=15","<=15",8,"UA"
"3560","EWR","MCO","<=15","<=15",5,"UA"
"3561","LGA","CLT","<=15","<=15",8,"AA"
"3562","BNA","LGA","<=15","<=15",10,"WN"
"3563","LGA","MSP","<=15","<=15",5,"DL"
"3564","PDX","JFK","<=15","15-30",10,"DL"
"3565","CLE","EWR","<=15","<=15",10,"UA"
"3566","LGA","DFW","<=15","<=15",10,"AA"
"3567","JFK","MIA","<=15","<=15",10,"AA"
"3568","EWR","ORD","<=15","<=15",0.25,"UA"
"3569","SYR","EWR","<=15","<=15",10,"UA"
"3570","JFK","ORD",">60",">60",1,"B6"
"3571","LGA","DEN","<=15","<=15",5,"WN"
"3572","LGA","DTW","15-30","15-30",1.25,"DL"
"3573","EWR","DEN","<=15","<=15",9,"UA"
"3574","FLL","EWR","<=15","<=15",10,"B6"
"3575","EWR","IAD","<=15","<=15",10,"UA"
"3576","LGA","TPA","<=15","<=15",10,"B6"
"3577","EWR","PHX","<=15","<=15",10,"AA"
"3578","JAX","LGA",">60",">60",10,"B6"
"3579","DFW","LGA","<=15","<=15",9,"AA"
"3580","CLT","EWR","<=15","<=15",10,"UA"
"3581","EWR","SEA","<=15","<=15",10,"UA"
"3582","LGA","MYR","<=15","<=15",3,"NK"
"3583","MCO","LGA","<=15","<=15",10,"B6"
"3584","BOS","EWR","<=15","<=15",10,"UA"
"3585","EWR","MCO","<=15","<=15",5,"NK"
"3586","EWR","PBI","<=15","<=15",10,"UA"
"3587","MSP","JFK",">60",">60",6,"B6"
"3588","JFK","PHX","<=15","<=15",10,"AA"
"3589","EWR","FLL","<=15","<=15",10,"B6"
"3590","ORH","JFK",">60",">60",6,"B6"
"3591","BNA","LGA","<=15","<=15",10,"B6"
"3592","DFW","EWR","<=15","15-30",9,"UA"
"3593","IND","EWR",">60",">60",10,"NK"
"3594","LAS","EWR","<=15","<=15",5,"NK"
"3595","LGA","RSW","<=15","<=15",9,"B6"
"3596","AUS","JFK","<=15","<=15",6,"B6"
"3597","LAX","JFK","<=15","<=15",7,"DL"
"3598","JFK","ATL","<=15","<=15",7,"B6"
"3599","SFO","JFK","<=15","<=15",7,"B6"
"3600","EWR","ATL","<=15","<=15",7,"DL"
"3601","LGA","FLL","<=15","<=15",10,"B6"
"3602","LGA","HOU","<=15","<=15",9,"WN"
"3603","LGA","DEN",">60",">60",9,"B6"
"3604","JFK","MIA","15-30","<=15",10,"B6"
"3605","EWR","MIA","<=15","<=15",10,"UA"
"3606","MCI","JFK","<=15","<=15",5,"B6"
"3607","LGA","MIA","<=15","<=15",10,"AA"
"3608","LGA","IAH","<=15","<=15",8,"UA"
"3609","JFK","CLT","<=15","<=15",8,"AA"
"3610","EWR","CLT","<=15","<=15",8,"AA"
"3611","LGA","ORD","<=15","<=15",0.25,"UA"
"3612","JFK","FLL","<=15","<=15",10,"B6"
"3613","FLL","JFK","<=15","<=15",6,"B6"
"3614","JFK","BUF","30-45","30-45",5,"B6"
"3615","LGA","ORD","<=15","<=15",0.25,"AA"
"3616","EWR","ORD","<=15","<=15",1,"AA"
"3617","ORF","EWR",">60",">60",10,"UA"
"3618","MCO","JFK","<=15","30-45",6,"B6"
"3619","IND","EWR","<=15","<=15",10,"UA"
"3620","DAL","LGA","<=15","<=15",9,"WN"
"3621","SRQ","EWR","<=15","<=15",10,"UA"
"3622","IAH","EWR","45-60","45-60",9,"UA"
"3623","CHS","LGA","<=15","<=15",10,"B6"
"3624","MCO","EWR","<=15","<=15",10,"UA"
"3625","IAD","EWR","<=15","<=15",10,"UA"
"3626","RDU","JFK","<=15","<=15",6,"B6"
"3627","PHX","JFK","<=15","<=15",6,"DL"
"3628","MSP","EWR","<=15","<=15",10,"UA"
"3629","PBI","EWR","<=15","<=15",10,"UA"
"3630","MIA","LGA","<=15","<=15",10,"AA"
"3631","BOS","JFK","<=15","<=15",6,"DL"
"3632","SAV","LGA","<=15","<=15",10,"B6"
"3633","MIA","EWR","<=15","<=15",10,"UA"
"3634","MCI","EWR","<=15","<=15",9,"UA"
"3635","MCO","EWR","15-30","30-45",10,"UA"
"3636","JAX","EWR","<=15","<=15",10,"UA"
"3637","PHL","EWR","<=15","<=15",10,"UA"
"3638","SAT","EWR","<=15","<=15",8,"UA"
"3639","PHX","EWR","<=15","<=15",7,"UA"
"3640","MCO","EWR","15-30","<=15",10,"B6"
"3641","PWM","EWR","<=15","<=15",10,"UA"
"3642","MIA","EWR","<=15","<=15",10,"B6"
"3643","BTV","EWR","<=15","15-30",10,"UA"
"3644","MEM","EWR","<=15","<=15",10,"UA"
"3645","TPA","EWR","<=15","<=15",10,"UA"
"3646","STL","LGA","<=15","<=15",9,"WN"
"3647","DEN","LGA","<=15","<=15",5,"WN"
"3648","BOS","EWR","<=15","<=15",10,"B6"
"3649","ORD","LGA","<=15","30-45",10,"AA"
"3650","HOU","LGA","<=15","<=15",9,"WN"
"3651","ATL","LGA","<=15","<=15",10,"WN"
"3652","MDW","LGA","<=15","<=15",10,"WN"
"3653","GSP","EWR","<=15","<=15",10,"YX"
"3654","DTW","EWR","<=15","<=15",10,"YX"
"3655","ALB","EWR","<=15","<=15",10,"YX"
"3656","GSO","EWR","<=15","<=15",10,"YX"
"3657","MHT","EWR","<=15","<=15",10,"YX"
"3658","ILM","EWR","<=15","<=15",10,"YX"
"3659","PVD","EWR","<=15","<=15",10,"YX"
"3660","CVG","EWR","<=15","<=15",10,"YX"
"3661","GRR","EWR","<=15","<=15",10,"YX"
"3662","PIT","EWR","<=15","<=15",10,"YX"
"3663","IAH","LGA",">60",">60",9,"NK"
"3664","OMA","LGA","<=15","<=15",9,"YX"
"3665","MEM","LGA",">60",">60",9,"YX"
"3666","XNA","LGA","<=15","<=15",9,"YX"
"3667","ORD","LGA","<=15","<=15",10,"OO"
"3668","CLT","JFK","<=15","<=15",6,"9E"
"3669","RDU","JFK","<=15","<=15",6,"9E"
"3670","JAX","JFK","<=15","<=15",6,"YX"
"3671","CMH","JFK","<=15","<=15",6,"YX"
"3672","DCA","JFK","<=15","<=15",6,"YX"
"3673","JFK","LAX","30-45","45-60",10,"AA"
"3674","JFK","SEA","15-30","<=15",10,"AS"
"3675","JFK","SFO","<=15","<=15",9,"B6"
"3676","SEA","EWR","<=15","15-30",5,"AS"
"3677","JFK","MSP",">60",">60",6,"B6"
"3678","TPA","LGA","<=15","<=15",9,"B6"
"3679","JFK","SFO","<=15","<=15",9,"AS"
"3680","LAX","EWR","<=15","<=15",5,"NK"
"3681","JFK","SEA","<=15","<=15",10,"DL"
"3682","LGA","DEN","<=15","<=15",10,"DL"
"3683","EWR","FLL",">60",">60",10,"B6"
"3684","LGA","DFW","<=15","<=15",10,"AA"
"3685","LGA","PBI","<=15","<=15",10,"B6"
"3686","JFK","SFO","30-45","<=15",9,"DL"
"3687","ATL","EWR","<=15","<=15",9,"UA"
"3688","EWR","SFO","30-45","<=15",9,"AS"
"3689","JFK","MSP","<=15","<=15",5,"DL"
"3690","EWR","LAS","<=15","<=15",10,"UA"
"3691","AUS","EWR","<=15","<=15",8,"UA"
"3692","LGA","ORD","<=15","<=15",1.5,"AA"
"3693","EWR","ATL",">60","45-60",6,"UA"
"3694","LAX","JFK","30-45","45-60",10,"AA"
"3695","LGA","STL","15-30","<=15",9,"WN"
"3696","EWR","IAH","<=15","<=15",7,"UA"
"3697","JFK","PHX","<=15","<=15",10,"DL"
"3698","SYR","JFK","<=15","<=15",6,"B6"
"3699","EWR","PIT",">60",">60",6,"NK"
